MPID;WikiDataLink;WikipediaLink;Name;LastName;Born;SexOrGender;Occupation;Religion;AbgeordnetenwatchID
192;http://www.wikidata.org/entity/Q59455412;https://de.wikipedia.org/wiki/Franz_Leuser;Franz Leuser;;01.01.1913 00:00;männlich;['Politiker'];;
193;http://www.wikidata.org/entity/Q1394443;https://de.wikipedia.org/wiki/Friedrich_Stock_(Politiker,_1913);Friedrich Stock;Stock;03.01.1913 00:00;männlich;['Politiker'];;
194;http://www.wikidata.org/entity/Q28529486;https://de.wikipedia.org/wiki/Ludwig_Heieck;Ludwig Heieck;;19.03.1913 00:00;männlich;['Hochschullehrer', 'Politiker'];;
195;http://www.wikidata.org/entity/Q1705765;https://de.wikipedia.org/wiki/Josef_Siedler;Josef Siedler;Siedler;25.03.1913 00:00;männlich;['Politiker'];;
196;http://www.wikidata.org/entity/Q1569890;https://de.wikipedia.org/wiki/Hermann_M%C3%BCller_(Politiker,_1913);Hermann Müller;Müller;18.06.1913 00:00;männlich;['Politiker'];;
197;http://www.wikidata.org/entity/Q24247191;https://de.wikipedia.org/wiki/Berta_Konrad;Berta Konrad;Konrad;05.09.1913 00:00;weiblich;['Politiker'];;
198;http://www.wikidata.org/entity/Q690874;https://de.wikipedia.org/wiki/Hans_Filbinger;Hans Filbinger;;15.09.1913 00:00;männlich;['Politiker', 'Richter'];;
199;http://www.wikidata.org/entity/Q2644345;https://de.wikipedia.org/wiki/Alfons_Frick;Alfons Frick;Frick;01.10.1913 00:00;männlich;['Politiker'];;
200;http://www.wikidata.org/entity/Q15344745;https://de.wikipedia.org/wiki/Paul_Herrmann_(Politiker,_1913);Paul Herrmann;Herrmann;16.12.1913 00:00;männlich;['Politiker'];;
201;http://www.wikidata.org/entity/Q15434074;https://de.wikipedia.org/wiki/Helmut_Epperlein;Helmut Epperlein;Epperlein;17.12.1913 00:00;männlich;['Politiker'];;
202;http://www.wikidata.org/entity/Q1352241;https://de.wikipedia.org/wiki/Erich_Ganzenm%C3%BCller;Erich Ganzenmüller;Ganzenmüller;05.01.1914 00:00;männlich;['Hochschullehrer', 'Politiker'];;
203;http://www.wikidata.org/entity/Q1732817;https://de.wikipedia.org/wiki/Karl_Schiess;Karl Schiess;Schiess;25.03.1914 00:00;männlich;['Politiker'];;
204;http://www.wikidata.org/entity/Q1559606;https://de.wikipedia.org/wiki/Robert_Gleichauf;Robert Gleichauf;Gleichauf;04.04.1914 00:00;männlich;['Politiker'];;
205;http://www.wikidata.org/entity/Q21029668;https://de.wikipedia.org/wiki/Willy_Niethammer;Willy Niethammer;Niethammer;18.05.1914 00:00;männlich;['Politiker'];;
206;http://www.wikidata.org/entity/Q15784118;https://de.wikipedia.org/wiki/Arthur_Gruber;Arthur Gruber;Gruber;12.07.1914 00:00;männlich;['Politiker'];;
207;http://www.wikidata.org/entity/Q2693085;https://de.wikipedia.org/wiki/Erwin_Gomeringer;Erwin Gomeringer;;16.07.1914 00:00;männlich;['Politiker'];;
208;http://www.wikidata.org/entity/Q1466173;https://de.wikipedia.org/wiki/Fritz_Esser_(Politiker,_1914);Fritz Esser;Esser;12.08.1914 00:00;männlich;['Politiker'];;
209;http://www.wikidata.org/entity/Q55792310;https://de.wikipedia.org/wiki/Fritz_Frey_(Politiker);Fritz Frey;Frey;14.08.1914 00:00;männlich;['Politiker'];;
210;http://www.wikidata.org/entity/Q1793557;https://de.wikipedia.org/wiki/Kurt_Geiger_(Politiker);Kurt Geiger;Geiger;04.09.1914 00:00;männlich;['Jurist', 'Politiker'];;
211;http://www.wikidata.org/entity/Q1612338;https://de.wikipedia.org/wiki/Hermann_Person;Hermann Person;Person;06.09.1914 00:00;männlich;['Politiker'];;
212;http://www.wikidata.org/entity/Q1575823;https://de.wikipedia.org/wiki/Hanne_Landgraf;Hanne Landgraf;Landgraf;14.10.1914 00:00;weiblich;['Politiker'];;
213;http://www.wikidata.org/entity/Q348745;https://de.wikipedia.org/wiki/Adam_Berberich;Adam Berberich;Berberich;01.11.1914 00:00;männlich;['Politiker'];;
214;http://www.wikidata.org/entity/Q15434078;https://de.wikipedia.org/wiki/Friedrich_Konrad_Stork;Friedrich Konrad Stork;;30.12.1914 00:00;männlich;['Politiker'];;
215;http://www.wikidata.org/entity/Q1422584;https://de.wikipedia.org/wiki/Wilhelm_Buggle;Wilhelm Buggle;;13.02.1915 00:00;männlich;['Politiker'];;
216;http://www.wikidata.org/entity/Q2039542;https://de.wikipedia.org/wiki/Otto_Klenert;Otto Klenert;;14.02.1915 00:00;männlich;['Politiker'];;
217;http://www.wikidata.org/entity/Q65521099;https://de.wikipedia.org/wiki/Siegfried_Melinski;Siegfried Melinski;;17.03.1915 00:00;männlich;['Politiker'];;
219;http://www.wikidata.org/entity/Q89477222;https://de.wikipedia.org/wiki/Kurt_Wagner_(Politiker,_1915);Kurt Wagner (Politiker, 1915);Wagner;29.03.1915 00:00;männlich;['Politiker'];;
221;http://www.wikidata.org/entity/Q1372393;https://de.wikipedia.org/wiki/Eugen_Betzler;Eugen Betzler;Betzler;12.05.1915 00:00;männlich;['Politiker'];;
222;http://www.wikidata.org/entity/Q1249509;https://de.wikipedia.org/wiki/Kurt_Angstmann;Kurt Angstmann;Angstmann;30.06.1915 00:00;männlich;['Politiker'];;
224;http://www.wikidata.org/entity/Q1359143;https://de.wikipedia.org/wiki/Ernst_K%C3%BChnle;Ernst Kühnle;Kühnle;28.07.1915 00:00;männlich;['Politiker'];;
225;http://www.wikidata.org/entity/Q2059308;https://de.wikipedia.org/wiki/Paul_Doll;Paul Doll;Doll;31.07.1915 00:00;männlich;['Politiker'];;
226;http://www.wikidata.org/entity/Q1462371;https://de.wikipedia.org/wiki/Friedrich_Stephan_(Politiker,_1915);Friedrich Stephan;Stephan;24.11.1915 00:00;männlich;['Politiker'];;
227;http://www.wikidata.org/entity/Q1503285;https://de.wikipedia.org/wiki/Rudolf_M%C3%BCller_(Politiker,_1915);Rudolf Müller;Müller;27.11.1915 00:00;männlich;['Politiker'];;
228;http://www.wikidata.org/entity/Q83742735;https://de.wikipedia.org/wiki/Heinrich_von_Hacht;Heinrich von Hacht (Politiker);;17.12.1915 00:00;männlich;['Politiker'];;
229;http://www.wikidata.org/entity/Q15854627;https://de.wikipedia.org/wiki/Willi_von_Helden;Willi von Helden;;18.12.1915 00:00;männlich;['Politiker'];;
230;http://www.wikidata.org/entity/Q1581101;https://de.wikipedia.org/wiki/Hans_Lorenser;Hans Lorenser;Lorenser;06.02.1916 00:00;männlich;['Politiker'];;
231;http://www.wikidata.org/entity/Q1445964;https://de.wikipedia.org/wiki/Franz_Adis;Franz Adis;Adis;23.02.1916 00:00;männlich;['Politiker'];;
233;http://www.wikidata.org/entity/Q2693083;https://de.wikipedia.org/wiki/Erwin_Geist;Erwin Geist;Geist;31.05.1916 00:00;männlich;['Politiker'];;
234;http://www.wikidata.org/entity/Q1612955;https://de.wikipedia.org/wiki/Hermann_Viellieber;Hermann Viellieber;;09.01.1917 00:00;männlich;['Politiker'];;
235;http://www.wikidata.org/entity/Q2807773;https://de.wikipedia.org/wiki/Wilhelm_Hofmann_(Politiker);Wilhelm Hofmann;Hofmann;24.01.1917 00:00;männlich;['Politiker'];;
236;http://www.wikidata.org/entity/Q1635062;https://de.wikipedia.org/wiki/Hugo_Geisert;Hugo Geisert;Geisert;29.01.1917 00:00;männlich;['Politiker'];;
237;http://www.wikidata.org/entity/Q2696139;https://de.wikipedia.org/wiki/Franz_Gehweiler;Franz Gehweiler;;12.04.1917 00:00;männlich;['Politiker'];;
238;http://www.wikidata.org/entity/Q1028949;https://de.wikipedia.org/wiki/Camill_Siegwarth;Camill Siegwarth;;31.07.1918 00:00;männlich;['Politiker'];;
239;http://www.wikidata.org/entity/Q2546352;https://de.wikipedia.org/wiki/Walter_Spagerer;Walter Spagerer;;02.11.1918 00:00;männlich;['Politiker'];;
240;http://www.wikidata.org/entity/Q55759275;https://de.wikipedia.org/wiki/Anton_Ilg;Anton Ilg;;30.03.1919 00:00;männlich;['Politiker'];;
241;http://www.wikidata.org/entity/Q94701708;https://de.wikipedia.org/wiki/Hans_Frank_(Politiker,_1919);Hans Frank;;08.10.1919 00:00;männlich;['Politiker'];;
242;http://www.wikidata.org/entity/Q28784143;https://de.wikipedia.org/wiki/Karl_Hans_Albrecht;Karl Hans Albrecht;;19.11.1919 00:00;männlich;['Politiker'];;
243;http://www.wikidata.org/entity/Q55590522;https://de.wikipedia.org/wiki/Hermann_Gross_(Politiker);Hermann Gross;;06.12.1919 00:00;männlich;['Politiker'];;
244;http://www.wikidata.org/entity/Q55517739;https://de.wikipedia.org/wiki/Theodor_Hurrle;Theodor Hurrle;;08.12.1919 00:00;männlich;['Politiker'];;
245;http://www.wikidata.org/entity/Q2038537;https://de.wikipedia.org/wiki/Otto_Dullenkopf;Otto Dullenkopf;;11.02.1920 00:00;männlich;['Politiker'];;
246;http://www.wikidata.org/entity/Q20164821;https://de.wikipedia.org/wiki/Kurt_R%C3%BCckstie%C3%9F;Kurt Rückstieß;;08.06.1920 00:00;männlich;['Politiker'];;
247;http://www.wikidata.org/entity/Q1731337;https://de.wikipedia.org/wiki/Karl_Guhl;Karl Guhl;Guhl;17.07.1920 00:00;männlich;['Politiker'];;
248;http://www.wikidata.org/entity/Q1612296;https://de.wikipedia.org/wiki/Hermann_Opferkuch;Hermann Opferkuch;;18.07.1920 00:00;männlich;['Unternehmer', 'Politiker'];;
249;http://www.wikidata.org/entity/Q2715098;https://de.wikipedia.org/wiki/Heinrich_Abendschein;Heinrich Abendschein;Abendschein;06.08.1920 00:00;männlich;['Politiker'];;
250;http://www.wikidata.org/entity/Q1587769;https://de.wikipedia.org/wiki/J%C3%BCrgen_Flemming;Jürgen Flemming;;21.08.1920 00:00;männlich;['Politiker'];;
251;http://www.wikidata.org/entity/Q1648417;https://de.wikipedia.org/wiki/Werner_Grunert;Werner Grunert;Grunert;07.10.1920 00:00;männlich;['Politiker'];;
253;http://www.wikidata.org/entity/Q761188;https://de.wikipedia.org/wiki/August_Entringer;August Entringer;Entringer;13.02.1921 00:00;männlich;['Politiker'];;
254;http://www.wikidata.org/entity/Q15853597;https://de.wikipedia.org/wiki/Walther_W%C3%A4ldele;Walther Wäldele;;03.04.1921 00:00;männlich;['Politiker'];;
255;http://www.wikidata.org/entity/Q89375977;https://de.wikipedia.org/wiki/G%C3%BCnter_H%C3%B6ch;Günter Höch;Höch;04.04.1921 00:00;männlich;['Politiker'];;
256;http://www.wikidata.org/entity/Q1362853;https://de.wikipedia.org/wiki/Erwin_Braun_(Politiker);Erwin Braun;Braun;02.07.1921 00:00;männlich;['Politiker'];;
257;http://www.wikidata.org/entity/Q65535609;https://de.wikipedia.org/wiki/Ernst_Merz;Ernst Merz (Politiker);Merz;16.07.1921 00:00;männlich;['Politiker'];;
258;http://www.wikidata.org/entity/Q1581274;https://de.wikipedia.org/wiki/Hans_Mayr_(Gewerkschafter);Hans Mayr;Mayr;13.12.1921 00:00;männlich;['Gewerkschafter', 'Politiker'];;
259;http://www.wikidata.org/entity/Q1578586;https://de.wikipedia.org/wiki/Hans_Bausch;Hans Bausch;Bausch;23.12.1921 00:00;männlich;['Journalist', 'Politiker'];;
260;http://www.wikidata.org/entity/Q1428786;https://de.wikipedia.org/wiki/Walter_Ableiter;Walter Ableiter;Ableiter;22.01.1922 00:00;männlich;['Politiker'];;
261;http://www.wikidata.org/entity/Q23949500;https://de.wikipedia.org/wiki/Fritz_Wurster;Fritz Wurster;Wurster;12.02.1922 00:00;männlich;['Politiker'];;
262;http://www.wikidata.org/entity/Q1512267;https://de.wikipedia.org/wiki/Gerhard_Paulus;Gerhard Paulus;Paulus;13.02.1922 00:00;männlich;['Politiker'];;
263;http://www.wikidata.org/entity/Q1461245;https://de.wikipedia.org/wiki/Friedrich_M%C3%BCller_(Politiker,_1922);Friedrich Müller;Müller;14.03.1922 00:00;männlich;['Politiker'];;
264;http://www.wikidata.org/entity/Q15808352;https://de.wikipedia.org/wiki/Erich_Emmrich;Erich Emmrich;Emmrich;27.03.1922 00:00;männlich;['Politiker'];;
265;http://www.wikidata.org/entity/Q1367993;https://de.wikipedia.org/wiki/Liselotte_B%C3%BChler;Liselotte Bühler;Bühler;06.06.1922 00:00;weiblich;['Politiker'];;
266;http://www.wikidata.org/entity/Q1512229;https://de.wikipedia.org/wiki/Gerhard_Noller;Gerhard Noller;;18.06.1922 00:00;männlich;['Theologe', 'Politiker'];evangelische Kirche;
267;http://www.wikidata.org/entity/Q2739538;https://de.wikipedia.org/wiki/Karl_Ludwig_(Politiker,_1923);Karl Ludwig;Ludwig;16.03.1923 00:00;männlich;['Politiker'];;
268;http://www.wikidata.org/entity/Q15175434;https://de.wikipedia.org/wiki/Erwin_Lamparter;Erwin Lamparter;Lamparter;06.04.1923 00:00;männlich;['Politiker'];;
269;http://www.wikidata.org/entity/Q1733171;https://de.wikipedia.org/wiki/Karl_Theodor_Uhrig;Karl Theodor Uhrig;;14.06.1923 00:00;männlich;['Politiker'];;
270;http://www.wikidata.org/entity/Q65519381;https://de.wikipedia.org/wiki/Fritz_Bauer_(Politiker,_1923);Fritz Bauer (Politiker, 1923);;10.08.1923 00:00;männlich;['Politiker'];;
271;http://www.wikidata.org/entity/Q1422836;https://de.wikipedia.org/wiki/Gottfried_Haase;Gottfried Haase;Haase;20.08.1923 00:00;männlich;['Politiker'];;
272;http://www.wikidata.org/entity/Q1582103;https://de.wikipedia.org/wiki/Hans_Roth_(Politiker,_1923);Hans Roth;Roth;21.09.1923 00:00;männlich;['Politiker'];;
273;http://www.wikidata.org/entity/Q1578458;https://de.wikipedia.org/wiki/Hans_Albrecht_(Politiker,_1923);Hans Albrecht;Albrecht;27.09.1923 00:00;männlich;['Politiker'];;
274;http://www.wikidata.org/entity/Q2033840;https://de.wikipedia.org/wiki/Oskar_Marczy;Oskar Marczy;;06.03.1924 00:00;männlich;['Politiker'];;
275;http://www.wikidata.org/entity/Q1730442;https://de.wikipedia.org/wiki/Karl_Ba%C3%9Fler;Karl Baßler;Baßler;13.04.1924 00:00;männlich;['Politiker'];;
277;http://www.wikidata.org/entity/Q1470411;https://de.wikipedia.org/wiki/Hans_Dietrich_Erichsen;Hans Dietrich Erichsen;;29.04.1924 00:00;männlich;['Politiker', 'Architekt'];;
278;http://www.wikidata.org/entity/Q65521522;https://de.wikipedia.org/wiki/Udo_Kraus;Udo Kraus;Kraus;31.05.1924 00:00;männlich;['Politiker'];;
279;http://www.wikidata.org/entity/Q15819604;https://de.wikipedia.org/wiki/Hansgeorg_Klenk;Hansgeorg Klenk;Klenk;19.06.1924 00:00;männlich;['Politiker', 'Rechtsanwalt'];;
280;http://www.wikidata.org/entity/Q61123313;https://de.wikipedia.org/wiki/Richard_Mayer_(Politiker);Richard Mayer;Mayer;01.01.1925 00:00;männlich;['Politiker'];;
281;http://www.wikidata.org/entity/Q1350859;https://de.wikipedia.org/wiki/Erhard_Junghans_(Politiker);Erhard Junghans;Junghans;27.01.1925 00:00;männlich;['Politiker'];;
282;http://www.wikidata.org/entity/Q2638182;https://de.wikipedia.org/wiki/Albert_H%C3%B6fflin;Albert Höfflin;Höfflin;22.02.1925 00:00;männlich;['Politiker'];;
284;http://www.wikidata.org/entity/Q1098865;https://de.wikipedia.org/wiki/Claus_Weyrosta;Claus Weyrosta;;15.03.1925 00:00;männlich;['Politiker'];;
285;http://www.wikidata.org/entity/Q65535243;https://de.wikipedia.org/wiki/Alexander_Nagel;Alexander Nagel (Politiker);;10.07.1925 00:00;männlich;['Politiker', 'Architekt'];;
286;http://www.wikidata.org/entity/Q1472250;https://de.wikipedia.org/wiki/Alois_Sch%C3%A4tzle;Alois Schätzle;Schätzle;30.08.1925 00:00;männlich;['Politiker'];;
287;http://www.wikidata.org/entity/Q1690455;https://de.wikipedia.org/wiki/Joachim_Schr%C3%B6der_(Politiker);Joachim Schröder;Schröder;03.12.1925 00:00;männlich;['Politiker'];;
288;http://www.wikidata.org/entity/Q2416820;https://de.wikipedia.org/wiki/Theo_Balle;Theo Balle;Balle;09.12.1925 00:00;männlich;['Hochschullehrer', 'Politiker'];;
289;http://www.wikidata.org/entity/Q1360497;https://de.wikipedia.org/wiki/Ernst_Waldemar_Bauer;Ernst Waldemar Bauer;Bauer;28.02.1926 00:00;männlich;['Sachbuchautor', 'Journalist', 'Fernsehmoderator', 'Kameramann', 'Politiker', 'Fotograf'];;
290;http://www.wikidata.org/entity/Q2172553;https://de.wikipedia.org/wiki/Rudolf_Eberle_(Politiker,_1926);Rudolf Eberle;Eberle;29.03.1926 00:00;männlich;['Politiker'];;
291;http://www.wikidata.org/entity/Q15854617;https://de.wikipedia.org/wiki/Willi_H%C3%BCglin;Willi Hüglin;Hüglin;30.03.1926 00:00;männlich;['Politiker'];;
292;http://www.wikidata.org/entity/Q2638631;https://de.wikipedia.org/wiki/Albert_Reuter;Albert Reuter;Reuter;21.04.1926 00:00;männlich;['Politiker'];;
293;http://www.wikidata.org/entity/Q2163328;https://de.wikipedia.org/wiki/Rolf_Dick;Rolf Dick;Dick;30.04.1926 00:00;männlich;['Politiker'];;
294;http://www.wikidata.org/entity/Q1629817;https://de.wikipedia.org/wiki/Horst_Poller;Horst Poller;Poller;03.05.1926 00:00;männlich;['Herausgeber', 'Politiker', 'Schriftsteller'];;
295;http://www.wikidata.org/entity/Q2544774;https://de.wikipedia.org/wiki/Walter_Hirrlinger;Walter Hirrlinger;Hirrlinger;24.06.1926 00:00;männlich;['Politiker'];;
296;http://www.wikidata.org/entity/Q15853505;https://de.wikipedia.org/wiki/Walter_Gress;Walter Gress;Gress;07.10.1926 00:00;männlich;['Politiker'];;
297;http://www.wikidata.org/entity/Q1539698;https://de.wikipedia.org/wiki/Gotthilf_Link;Gotthilf Link;Link;19.10.1926 00:00;männlich;['Landwirt', 'Politiker'];;
298;http://www.wikidata.org/entity/Q1403524;https://de.wikipedia.org/wiki/Felix_Hodapp;Felix Hodapp;;21.11.1926 00:00;männlich;['Politiker'];;
300;http://www.wikidata.org/entity/Q1600157;https://de.wikipedia.org/wiki/Heinz_Duffner;Heinz Duffner;;25.12.1926 00:00;männlich;['Politiker'];;
301;http://www.wikidata.org/entity/Q1359306;https://de.wikipedia.org/wiki/Ernst_Ludwig_(Politiker);Ernst Ludwig;Ludwig;25.02.1927 00:00;männlich;['Politiker'];;
302;http://www.wikidata.org/entity/Q1266933;https://de.wikipedia.org/wiki/Hans_Heidler;Hans Heidler;Heidler;24.03.1927 00:00;männlich;['Politiker'];;
303;http://www.wikidata.org/entity/Q19963161;https://de.wikipedia.org/wiki/Rolf_R%C3%B6hm;Rolf Röhm;;09.04.1927 00:00;männlich;['Politiker', 'Lehrer'];;
304;http://www.wikidata.org/entity/Q1600099;https://de.wikipedia.org/wiki/Heinz_B%C3%BChringer;Heinz Bühringer;Bühringer;05.05.1927 00:00;männlich;['Politiker'];;
305;http://www.wikidata.org/entity/Q1446209;https://de.wikipedia.org/wiki/Franz_Baum_(Politiker);Franz Baum;Baum;06.05.1927 00:00;männlich;['Politiker'];;
306;http://www.wikidata.org/entity/Q1422251;https://de.wikipedia.org/wiki/Traugott_Bender;Traugott Bender;Bender;11.05.1927 00:00;männlich;['Politiker', 'Rechtsanwalt'];;
307;http://www.wikidata.org/entity/Q2644923;https://de.wikipedia.org/wiki/Alfred_Entenmann;Alfred Entenmann;;28.10.1927 00:00;männlich;['Politiker'];;
308;http://www.wikidata.org/entity/Q2644421;https://de.wikipedia.org/wiki/Alfons_Maurer;Alfons Maurer;Maurer;30.10.1927 00:00;männlich;['Politiker'];;
309;http://www.wikidata.org/entity/Q1318040;https://de.wikipedia.org/wiki/Wolfgang_Daffinger;Wolfgang Daffinger;Daffinger;28.12.1927 00:00;männlich;['Politiker'];;
311;http://www.wikidata.org/entity/Q1560439;https://de.wikipedia.org/wiki/G%C3%BCnter_Erlewein;Günter Erlewein;;06.05.1928 00:00;männlich;['Politiker'];;
312;http://www.wikidata.org/entity/Q1732368;https://de.wikipedia.org/wiki/Rudolf_Schieler;Rudolf Schieler;;22.05.1928 00:00;männlich;['Politiker'];;
313;http://www.wikidata.org/entity/Q55791286;https://de.wikipedia.org/wiki/Rolf_Schoeck;Rolf Schoeck;;25.06.1928 00:00;männlich;['Politiker'];;
314;http://www.wikidata.org/entity/Q1288633;https://de.wikipedia.org/wiki/Eduard_Hauser_(Politiker);Eduard Hauser;Hauser;19.10.1928 00:00;männlich;['Politiker'];;
315;http://www.wikidata.org/entity/Q15434136;https://de.wikipedia.org/wiki/Hans_Stocker_(Politiker);Hans Stocker;Stocker;01.01.1929 00:00;männlich;['Politiker'];;
316;http://www.wikidata.org/entity/Q1333586;https://de.wikipedia.org/wiki/Elsbeth_Mordo;Elsbeth Mordo;;10.01.1929 00:00;weiblich;['Politiker'];;
318;http://www.wikidata.org/entity/Q2645868;https://de.wikipedia.org/wiki/Alfred_Sch%C3%B6ffler;Alfred Schöffler;Schöffler;06.03.1929 00:00;männlich;['Politiker'];;
320;http://www.wikidata.org/entity/Q1425510;https://de.wikipedia.org/wiki/Hans-Otto_Schwarz;Hans-Otto Schwarz;Schwarz;24.05.1929 00:00;männlich;['Politiker'];;
321;http://www.wikidata.org/entity/Q2581330;https://de.wikipedia.org/wiki/Willibald_Kimmel;Willibald Kimmel;Kimmel;18.07.1929 00:00;männlich;['Politiker', 'Rechtsanwalt'];;
322;http://www.wikidata.org/entity/Q1991582;https://de.wikipedia.org/wiki/Nikolaus_Lorenz;Nikolaus Lorenz;Lorenz;03.08.1929 00:00;männlich;['Politiker'];;
323;http://www.wikidata.org/entity/Q2513027;https://de.wikipedia.org/wiki/Ventur_Sch%C3%B6ttle;Ventur Schöttle;Schöttle;22.09.1929 00:00;männlich;['Landwirt', 'Politiker'];;
324;http://www.wikidata.org/entity/Q1896904;https://de.wikipedia.org/wiki/Marianne_Schultz-Hector;Marianne Schultz-Hector;;04.10.1929 00:00;weiblich;['Politiker'];;
325;http://www.wikidata.org/entity/Q1693928;https://de.wikipedia.org/wiki/Karl_Lang_(Politiker,_1929);Karl Lang;Lang;17.10.1929 00:00;männlich;['Politiker'];;
326;http://www.wikidata.org/entity/Q1334945;https://de.wikipedia.org/wiki/Fritz_Hopmeier;Fritz Hopmeier;;08.01.1930 00:00;männlich;['Politiker', 'Rechtsanwalt'];;
327;http://www.wikidata.org/entity/Q2079002;https://de.wikipedia.org/wiki/Peter_Wetter;Peter Wetter;Wetter;05.02.1930 00:00;männlich;['Jurist', 'Politiker'];;
328;http://www.wikidata.org/entity/Q2571213;https://de.wikipedia.org/wiki/Wilfried_Helmst%C3%A4dter;Wilfried Helmstädter;Helmstädter;19.03.1930 00:00;männlich;['Politiker'];;
329;http://www.wikidata.org/entity/Q2645946;https://de.wikipedia.org/wiki/Alfred_Steiner;Alfred Steiner;Steiner;23.04.1930 00:00;männlich;['Politiker'];;
